"Permanent Call Number","Location Name","PLACE_CODE","BEGIN_PUB_DATE","Title","Age","Region"
"F1219.1.M5 M3575 1988","3rd Floor","mx",1988.0,"Obras maestras del Templo Mayor /",33.0,"North America"
"F2687 .I62 2004","3rd Floor","nbu",2004.0,"I die with my country : perspectives on the Paraguayan War, 1864-1870 /",17.0,"North America"
"F3429.1 .S37 W55 1988","3rd Floor","dcu",1988.0,"Prehispanic settlement patterns in the lower Santa Valley, Peru : a regional perspective on the origins and development of complex North Coast society /",33.0,"North America"
"F3722.1.C23 W463 2008","3rd Floor","ilu",2008.0,"Puyo runa : imagery and power in modern Amazonia /",13.0,"North America"
"F3429.1.M3 B617 1963","3rd Floor","nyu",1963.0,"Lost city of the Incas : the story of Machu Picchu and its builders /",58.0,"North America"
"F1219.N48 N494","Main Collection Storage","xx",1979.0,"Nezahualco?yotl.",42.0,"No place"
"F1219.3A7Z9B471985","3rd Floor","mau",1985.0,"The art of pre-Hispanic Mesoamerica : an annotated bibliography /",36.0,"North America"
"F1210 .S543 2004","3rd Floor","nyu",2004.0,"The life and times of Mexico /",17.0,"North America"
"F3429 .H38 1982","3rd Floor","mau",1982.0,"Monuments of the Incas /",39.0,"North America"
"F1219.76.R45 M4 1995","3rd Floor","ctu",1995.0,"The natural history of the soul in ancient Mexico /",26.0,"North America"
"F2056.8 .G77 1984","Main Collection Storage","cau",1984.0,"The Grenada papers /",37.0,"North America"
"F1928.2 .D87 2007","3rd Floor","mdu",2007.0,"The prophet and power : Jean-Bertrand Aristide, the international community, and Haiti /",14.0,"North America"
"F2520.1.Y3 G66 1991","3rd Floor","nyu",1991.0,"Into the heart : one man's pursuit of love and knowledge among the Yanomama /",30.0,"North America"
"F1418 .I23","Main Collection Storage","mx",1974.0,"Sociologi?a del imperialismo.",47.0,"North America"
"F1030.1 .F54 2008","3rd Floor","nyu",2008.0,"Champlain's dream /",13.0,"North America"
"F1776.3.R9 J3","Main Collection Storage","mdu",1969.0,"Castro, the Kremlin, and communism in Latin America",52.0,"North America"
"F1029.5.C9 K57 1997","3rd Floor","flu",1997.0,"Canada-Cuba relations : the other good neighbor policy /",24.0,"North America"
"F1221 .T9 G67","Main Collection Storage","mau",1974.0,"Chamulas in the world of the sun : time and space in a Maya oral tradition /",47.0,"North America"
"F1219 .L73 1985","Main Collection Storage","nmu",1985.0,"Ancient Mexico, an overview /",36.0,"North America"
"F1783 .M397 2009","3rd Floor","ncu",2009.0,"Blazing cane : sugar communities, class, and state formation in Cuba, 1868-1959 /",12.0,"North America"
"F2536.P37 B37 1999","3rd Floor","cau",1999.0,"Citizen emperor : Pedro II and the making of Brazil, 1825-91 /",22.0,"North America"
"F1408.3 .R3513 1987","Main Collection Storage","nju",1987.0,"The Latin Americans : their love-hate relationship with the United States /",34.0,"North America"
"F2270.1.G57 O76 1984","Main Collection Storage","mx",1984.0,"El oro de Colombia.",37.0,"North America"
"F3101.A74 V47 2001","3rd Floor","flu",2001.0,"Chile, Pinochet, and the caravan of death /",20.0,"North America"
"F2384 .R33 2005","3rd Floor","ncu",2005.0,"U.S. intervention in British Guiana : a Cold War story /",16.0,"North America"
"F1386 .C4 1970","Main Collection Storage","ctu",1970.0,"Life in the imperial and loyal city of Mexico in New Spain, and the Royal and Pontifical University of Mexico, as described in the dialogues for the study of the Latin language",51.0,"North America"
"F2520.1.U7 B35 1994","3rd Floor","nyu",1994.0,"Footprints of the forest : Ka'apor ethnobotany-- the historical ecology of plant utilization by an Amazonian people /",27.0,"North America"
"F1776 .C85 2003","3rd Floor","ncu",2003.0,"The Cuba reader : history, culture, politics /",18.0,"North America"
"F1392.J4 J82 1982","Main Collection Storage","mx",1982.0,"Los Judi?os en la Nueva Espan?a : documentos del siglo XVI, correspondientes al ramo de Inquisicio?n /",39.0,"North America"
"F1232 .A573 1998","3rd Floor","nbu",1998.0,"Forging Mexico : 1821-1835 /",23.0,"North America"
"F1216 C7 1972","3rd Floor","nyu",1972.0,"Mexico today",49.0,"North America"
"F1526.3 .N63 1970","Main Collection Storage","nyu",1970.0,"The looting of Nicaragua",51.0,"North America"
"F3444 .G2933","3rd Floor","ne",1971.0,"Garcilaso de la Vega, el Inca and his sources in Comentarios reales de los incas.",50.0,"Europe"
"F1783.M125 F66","Main Collection Storage","nyu",1977.0,"Antonio Maceo : the 'bronze titan' of Cuba's struggle for independence /",44.0,"North America"
"F3021.J5 D48 2010","3rd Floor","ncu",2010.0,"Crossing borders, claiming a nation : a history of Argentine Jewish women, 1880-1955 /",11.0,"North America"
"F1414 .N39 1983","3rd Floor","nju",1983.0,"An introduction to Latin American politics : the structure of conflict /",38.0,"North America"
"F1219.1 .B3 G72","3rd Floor","cau",1974.0,"Rock art of Baja California. With Notes on the pictographs of Baja California",47.0,"North America"
"F3430.1.S5 R63 1982","Main Collection Storage","nju",1982.0,"The cosmic zygote : cosmology in the Amazon Basin /",39.0,"North America"
"F1758.Z9 S783 1996","3rd Floor","enk",1996.0,"Cuba /",25.0,"Europe"
"F1415 .H66","Main Collection Storage","nyu",1977.0,"Latin America in world affairs : the politics of inequality /",44.0,"North America"
"F1409 .H18","3rd Floor","inu",1929.0,"New worlds to conquer,",92.0,"North America"
"F1236 .R88 1994","3rd Floor","txu",1994.0,"Mexico under Salinas /",27.0,"North America"
"F2849 P48 P28 1983","3rd Floor","nyu",1983.0,"Pero?n, a biography /",38.0,"North America"
"F1418 .F8","Main Collection Storage","sp",1971.0,"La hegemoni?a de los USA y Ame?rica Latina.",50.0,"Europe"
"F2230.1.E87 A55 1985","Main Collection Storage","utu",1985.0,"Animal myths and metaphors in South America /",36.0,"North America"
"F1526 .W175","3rd Floor","cou",1981.0,"Nicaragua, the land of Sandino /",40.0,"North America"
"F2230.2.K4 M56 1997","3rd Floor","nju",1997.0,"Idolatry and its enemies : colonial Andean religion and extirpation, 1640-1750 /",24.0,"North America"
"F1089.5.V22 A66 1991","3rd Floor","quc",1991.0,"Vancouver's Chinatown : racial discourse in Canada, 1875-1980 /",30.0,"North America"
"F1527 .E476","Main Collection Storage","mau",1982.0,"Cocktails at Somoza's : a reporter's sketchbook of events in revolutionary Nicaragua /",39.0,"North America"
"F2848.A34 Z36 1992","3rd Floor","ag",1992.0,"Las prisiones de He?ctor P. Agosti /",29.0,"South America"
"F1219.3 .R38 C6313 1982","Main Collection Storage","nyu",1982.0,"Aztec sorcerers in seventeenth century Mexico : the Treatise on superstitions by Hernando Ruiz de Alarco?n /",39.0,"North America"
"F1505 .T55 2005","3rd Floor","nmu",2005.0,"Seeing Indians : a study of race, nation, and power in El Salvador /",16.0,"North America"
"F1619.2.T3 R68 1992","3rd Floor","ctu",1992.0,"The Tainos : rise & decline of the people who greeted Columbus /",29.0,"North America"
"F1435.3.W75 C64 1999","3rd Floor","nyu",1999.0,"Breaking the Maya code /",22.0,"North America"
"F3326 .K68 1986","Main Collection Storage","mdu",1986.0,"Bolivia, press and revolution, 1932-1964 /",35.0,"North America"
"F1232 .V66 2001","3rd Floor","flu",2001.0,"The legacy of Vicente Guerrero : Mexico's first Black Indian president /",20.0,"North America"
"F1219.76.E36 H37 1985","Main Collection Storage","oku",1985.0,"Trade, tribute, and transportation : the sixteenth-century political economy of the Valley of Mexico /",36.0,"North America"
"F1221 .Y3 S65 1984","3rd Floor","azu",1984.0,"Pascua, a Yaqui village in Arizona /",37.0,"North America"
"F1234 .B83 1971","3rd Floor","txu",1971.0,"The wind that swept Mexico : the history of the Mexican revolution, 1910-1942 /",50.0,"North America"
"F1788 .G77 1968","3rd Floor","nyu",1980.0,"Che Guevara speaks : selected speeches and writings /",41.0,"North America"
"F1219 .S1319","3rd Floor","nmu",1982.0,"General history of the things of New Spain : Florentine codex /",39.0,"North America"
"F1528 .F3 1981","3rd Floor","dcu",1981.0,"The Nicaraguan revolution : a personal report /",40.0,"North America"
"F1411 .M378 1992","3rd Floor","mx",1992.0,"El mundo privado de los emigrantes en Indias /",29.0,"North America"
"F1565.1.C6 L32 1976","Main Collection Storage","nyu",1976.0,"Pre-Columbian designs from Panama : 591 illustrations of Cocle? pottery /",45.0,"North America"
"F1219.3.M4 M39 1999","3rd Floor","nmu",1999.0,"Masks of Mexico : tigers, devils, and the dance of life /",22.0,"North America"
"F1391 .S1865 G613","Main Collection Storage","txu",1974.0,"San Jose? de Gracia : Mexican village in transition /",47.0,"North America"
"F2351 .A67 2009","3rd Floor","azu",2009.0,"Anthropologies of Guayana : cultural spaces in northeastern Amazonia /",12.0,"North America"
"F3738 .H34 2000","3rd Floor","ctu",2000.0,"Culture and customs of Ecuador /",21.0,"North America"
"F1488.5 .S55 2011","3rd Floor","nju",2011.0,"Everyday revolutionaries : gender, violence, and disillusionment in postwar El Salvador /",10.0,"North America"
"F1232.M67783 A3 1998","3rd Floor","nyu",1998.0,"The memoirs of Fray Servando Teresa de Mier /",23.0,"North America"
"F2237 .P49 1985","Main Collection Storage","enk",1985.0,"The military in South American politics /",36.0,"Europe"
"F1410 .C4397 2001","3rd Floor","nyu",2001.0,"Born in blood and fire : a concise history of Latin America /",20.0,"North America"
"F1034.2 .C278 1994","3rd Floor","onc",1994.0,"Canada among nations, 1994 : a part of the peace /",27.0,"North America"
"F1416.C5 J6","Main Collection Storage","nyu",1970.0,"Communist China & Latin America, 1959-1967",51.0,"North America"
"F2230.1.B7 G33 1999","3rd Floor","wiu",1999.0,"Nature and culture in the Andes /",22.0,"North America"
"F1418 .G4873 2000","3rd Floor","deu",2000.0,"The second century : U.S.--Latin American relations since 1889 /",21.0,"North America"
"F2161 .B8","Main Collection Storage","nyu",1950.0,"History of the buccaneers of America.",71.0,"North America"
"F1221.Z3 G66 2001","3rd Floor","txu",2001.0,"Zapotec science : farming and food in the Northern Sierra of Oaxaca /",20.0,"North America"
"F1414 .F823 2013","3rd Floor","ncu",2013.0,"Cruel modernity /",8.0,"North America"
"F2235.4 .L95 2009","3rd Floor","ctu",2009.0,"San Marti?n : Argentine soldier, American hero /",12.0,"North America"
"F1789.A1 M6913 2013","3rd Floor","nyu",2013.0,"Race in Cuba : essays on the Revolution and racial inequality /",8.0,"North America"
"F1408.3 .S93 2003","3rd Floor","enk",2003.0,"The companion to Latin American studies /",18.0,"Europe"
"F3721 .W48","Main Collection Storage","dcu",1974.0,"The thread of life : symbolism of miniature art from Ecuador /",47.0,"North America"
"F2823.T7 F64 1982","Main Collection Storage","cau",1982.0,"Folk literature of the Toba Indians /",39.0,"North America"
"F1296 .A558 2010","3rd Floor","nmu",2010.0,"The war for Mexico's west : Indians and Spaniards in New Galicia, 1524-1550 /",11.0,"North America"
"F2510 .H65813 2012","3rd Floor","inu",2012.0,"Roots of Brazil /",9.0,"North America"
"F1226 .T48","3rd Floor","txu",1958.0,"Essays in Mexican history : the Charles Wilson Hackett memorial volume /",63.0,"North America"
"F2849 .G58","3rd Floor","txu",1972.0,"Democracy, militarism, and nationalism in Argentina, 1930-1966; an interpretation.",49.0,"North America"
"F1881 .H87","3rd Floor","nyu",1971.0,"Jamaica : a historical portrait /",50.0,"North America"
"F1219 .G67","Main Collection Storage","nyu",1975.0,"Not forever on earth; prehistory of Mexico.",46.0,"North America"
"F1529 .M9 N54","Main Collection Storage","nyu",1973.0,"Between land and water; the subsistence ecology of the Miskito Indians, eastern Nicaragua.",48.0,"North America"
"F1233 .H65 1995","3rd Floor","miu",1995.0,"A Black corps d'e?lite : an Egyptian Sudanese conscript battalion with the French Army in Mexico, 1863-1867, and its survivors in subsequent African history /",26.0,"North America"
"F2151 .M8","3rd Floor","mau",1972.0,"Black Frenchmen : the political integration of the French Antilles.",49.0,"North America"
"F1392.J4 L5 1964","Main Collection Storage","pau",1964.0,"A guide to Jewish references in the Mexican colonial era, 1521-1821 /",57.0,"North America"
"F1524 .G47 1989","3rd Floor","nyu",1989.0,"Nicaragua /",32.0,"North America"
"F1256 .E37 2005","3rd Floor","cau",2005.0,"Uprising of hope : sharing the Zapatista journey to alternative development /",16.0,"North America"
"F1230 .S2 G3","Main Collection Storage","ilu",1961.0,"The constant captain, Gonzalo de Sandoval.",60.0,"North America"
"F1415 .D335","Main Collection Storage","lau",1977.0,"Latin American diplomatic history : an introduction /",44.0,"North America"
"F3429 .P453 1988","3rd Floor","enk",1988.0,"Peruvian prehistory : an overview of pre-Inca and Inca society /",33.0,"Europe"
"F1219.1.M55 R4313","Main Collection Storage","oku",1970.0,"The Chronicles of Michoaca?n /",51.0,"North America"
"F1219.1.M5 B76 1988","3rd Floor","cau",1988.0,"The Great Temple of Tenochtitlan : center and periphery in the Aztec world /",33.0,"North America"
"F1408 .B16","3rd Floor","nju",1968.0,"Latin America; the development of its civilization",53.0,"North America"
"F1418 .S388 1998","3rd Floor","mau",1998.0,"Beneath the United States : a history of U.S. policy toward Latin America /",23.0,"North America"
"F2849.22.G85 M43 1987","3rd Floor","nju",1987.0,"Memories of Che /",34.0,"North America"
"F3442 .E57","Main Collection Storage","enk",1862.0,"The life and acts of Don Alonzo Enriquez de Guzman : a knight of Seville, of the Order of Santiago, A.D. 1518 to 1543 /",159.0,"Europe"
"F1465 .P8466","Main Collection Storage","nyu",1976.0,"Religious concepts in ancient America and in the Holy Land : as illustrated by the Sacred book of the Quiche? Mayans and by the Bible : quotes, notes, and notions /",45.0,"North America"
"F1230 .D5378","3rd Floor","mdu",1963.0,"The conquest of New Spain /",58.0,"North America"
"F1414 .P54","Main Collection Storage","inu",1971.0,"Hispanismo, 1898-1936 : Spanish conservatives and liberals and their relations with Spanish America /",50.0,"North America"
"F2523 .S44","Main Collection Storage","flu",1974.0,"The Afro-Asian dimension of Brazilian foreign policy, 1956-1972",47.0,"North America"
"F3429 .B633 C64 1984","Main Collection Storage","nyu",1984.0,"Hiram Bingham and the dream of gold /",37.0,"North America"
"F1233 .P65 1993","3rd Floor","nmu",1993.0,"Maximilian's lieutenant : a personal history of the Mexican campaign, 1864-7 /",28.0,"North America"
"F1466.5 .S38 1984","3rd Floor","dcu",1984.0,"Guatemala, a complex scenario /",37.0,"North America"
"F3429 .M85","3rd Floor","cau",1975.0,"The maritime foundations of Andean civilization /",46.0,"North America"
"F1228.98 .K65 2002","3rd Floor","enk",2002.0,"Mexico : from the beginning to the Spanish Conquest /",19.0,"Europe"
"F1219.76.P75 S37 1991","3rd Floor","azu",1991.0,"Chimalpahin & the kingdoms of Chalco /",30.0,"North America"
"F1219.3 .C75 D8","Main Collection Storage","mx",1950.0,"Indumentaria antigua mexicana.",71.0,"North America"
"F1435.1 .M22 R52 1987","Main Collection Storage","flu",1987.0,"Macanche? Island, El Pete?n, Guatemala : excavations, pottery, and artifacts /",34.0,"North America"
"F2538.3 .B6313 2009","3rd Floor","ncu",2009.0,"Brazil : a century of change /",12.0,"North America"
"F1234 .V4","3rd Floor","cau",1926.0,"Under the Mexican flag, the Mexican struggle outlined ...",95.0,"North America"
"F1418 .F53 1987","Main Collection Storage","ilu",1987.0,"Politics of power in Latin America : a critical overview of the issues surrounding United States foreign policy in Latin America /",34.0,"North America"
"F1412 .H82","Main Collection Storage","nyu",1965.0,"The origins of the Latin American revolutions, 1808-1826 /",56.0,"North America"
"F3799.N4 W49 1994","3rd Floor","ilu",1994.0,"Black frontiersmen : Afro-Hispanic culture of Ecuador and Colombia /",27.0,"North America"
